source,source_id,title,abstract,journal,pub_date,doi,url,authors,score,score_reason
PubMed,42200295,Bacterial type II topoisomerases cleave DNA in a species-specific manner.,"The type II topoisomerases, gyrase and topoisomerase IV, are ubiquitous enzymes in bacteria that help regulate DNA topology and are the molecular targets of fluoroquinolone antibacterials. As part of their catalytic mechanism, these enzymes transiently cleave DNA in a sequence-dependent manner. Determining the extent to which various factors influence the sequence-dependent cleavage of these enzymes, particularly across bacterial species, could help reveal important insights into their physiological functions and guide the development of new, more effective antibacterials. Here, we used our recently developed SHAN-seq method to map and compare the DNA cleavage site preferences of gyrases and topoisomerase IVs from three different pathogenic bacterial species, Escherichia coli, Bacillus anthracis, and Mycobacterium tuberculosis, in the presence of the fluoroquinolone, ciprofloxacin. We found that the enzymes' cleavage specificities vary across bacterial species, with DNA supercoil chirality, and in response to ciprofloxacin. Our findings suggest that subtle variations in the enzymes' catalytic core and C-terminal domains alter their cleavage site preferences, which could, in turn, influence their physiological activities and susceptibility to fluoroquinolone antibacterials.",Nucleic acids research,2026 May 20,10.1093/nar/gkag527,https://pubmed.ncbi.nlm.nih.gov/42200295/,"Morgan IL, Jian JY, Armenia JF, Osheroff N, Neuman KC",8.0,"keyword+3.0, journal+5.0"
PubMed,42200614,The Hungate1000 prokaryotic culture collection encodes a wide variety of bacteriocins.,"Bacteriocins are antimicrobial peptides/proteins that are widely distributed among bacteria and are gathering traction as natural alternatives to antibiotics, modulators of the microbiota, and interbacterial signaling peptides. The Hungate1000 is a culture collection of isolated prokaryotic microorganisms and their genomes from ruminant animals that aims to expand the knowledge base of rumen ecology. In this study, 410 rumen-isolated prokaryotes within the collection were mined to expand upon the bacteriocin-producing potential of the rumen. A total of 408 novel bacteriocin gene clusters were identified across 308 genomes. Bacteriocins in novel species within the Hungate1000 were identified, such as Pseudobutyrivibrio sp. UC1225, which has two novel natural nisin variants, Clostridium sp. DSM 8431 with a novel peptide 81% identity to amylocyclicin and Lachnobacterium C7 encoding a novel circular bacteriocin with 55% identity to the circular bacteriocin NKR-5-3B. A novel class II lanthipeptide gene cluster was also identified containing eight distinct core peptides encoded within the genome of a novel Butyrivibrio species. Bacteriocin biosynthetic potential was noted within species unknown to produce bacteriocins, such as Lachnobacterium bovis DSM 14045, Lachnospira multipara D15d, Eubacterium callanderi NLAE-zl-G225, Eisenbergiella tayi NLAE-zl-G231, and Muricomes contorta NLAE-zl-C134. The frequency of putative bacteriocin production within ruminal strains was 30%, doubling the frequency previously suggested in the mammalian gastrointestinal tract. This number increases to ~70% when encompassing groups of peptides with limited knowledge of antibacterial activity, such as ranthipeptides and auto-inducing peptides. We also show that the bacteriocin core peptides mined from the Hungate1000 culture collection are found in the microbiomes of other ruminant animals and the human gut microbiome. These findings highlight the Hungate1000 as a rich biosynthetic reservoir of cultured strains that can be experimentally explored for functional antimicrobial activity. The presence of diverse bacteriocin-producing lineages in rumen-associated microbes provides a foundation for future strategies aimed at targeted microbiome modulation, including approaches to improve rumen function and potentially mitigate enteric methane emissions using bacterial strains or their natural products.IMPORTANCEBacteriocins are gathering traction as a possible alternative to antibiotics in some instances. Therefore, it is crucial to discover novel bacteriocins to expand the bacteriocin knowledge base if these peptides are to be translated to the clinic for use in humans or developed as veterinary interventions to modulate rumen function. Here, we use in silico methods to identify the biosynthetic potential of the Hungate1000 culture collection of rumen bacterial strains. We discover 408 novel bacteriocin gene clusters across 308 genomes and identify that the frequency of bacteriocin gene clusters is over 30%, which is double the incidence rate from previous studies of the mammalian gastrointestinal tract. This number increases to approximately 70% when including bacteriocin classes such as ranthipeptides and cyclic-lactone-autoinducer peptides. Together, these findings position the rumen microbiome as a rich and underexplored reservoir of antimicrobial diversity, with potential for the development of targeted microbiome-modulating therapeutics, livestock interventions aimed at improving rumen function, and strategies aligned with One Health goals, including antimicrobial stewardship and methane mitigation.",mSystems,2026 May 27,10.1128/msystems.00195-26,https://pubmed.ncbi.nlm.nih.gov/42200614/,"Hourigan D, Draper L, Leahy SC, Attwood GT, Kelly WJ, Stanton C, Hill C, Ross RP",7.8,"keyword+4.0, journal+3.8"
PubMed,42199008,Increasing plant protein sources in the diet modulates gut microbiota and tryptophan metabolism in men at cardiometabolic risk.,"This study investigated the effect of partially substituting dietary animal with plant protein (PP) sources on the fecal microbiota composition and metabolome in men with increased cardiometabolic risk. In a randomized, controlled, crossover feeding trial (NCT04236518), 19 men with high plasma triglycerides and waist circumference completed two 4-week isoenergetic diets: a flexitarian diet high in PP sources (FLEX, 64% PP) and a more animal-based control diet (CON, 36% PP). Fecal microbiota (shotgun metagenomics: taxa and metabolic pathways) and metabolome (targeted LC-MS) profiles were assessed before and after each diet and integrated with the host plasma metabolome. Delta values (Δd28-d1) were computed (n = 15 participants with all samples available), inter-individual variation was extracted to account for cross-over design, and OPLS-DA analyses comparing FLEX and CON Δd28-d1 were performed. Variables were selected based on their contribution to the diet discrimination effect (VIP > 1.5) and significant differences between groups (p-value < 0.05 from the paired Wilcoxon signed-rank test). The gut microbiota diversity remained unchanged, but FLEX reduced taxa associated with animal-based diets (e.g., Alistipes putredinis). Compared to CON, FLEX increased fecal xanthurenic acid and decreased the genetic potential for indole production. Combined with previously reported plasma changes (increased indole propionic acid and decreased indoxyl sulfate after FLEX), these findings suggest a shift away from indole production toward kynurenine and indole propionic acid-related tryptophan pathways, possibly driven by higher fiber intake, particularly from legumes. A one-month flexitarian diet thus modulated in men specific microbial taxa and metabolism, particularly tryptophan catabolism. These coordinated changes in microbial composition, functional potential, and metabolites indicate that diets higher in PP sources influence gut microbiota activities relevant to cardiometabolic health.",Gut microbes,2026 Dec 31,10.1080/19490976.2026.2677951,https://pubmed.ncbi.nlm.nih.gov/42199008/,"Lépine G, Davila AM, Cueff G, Pickering G, Ichou F, Perreau C, Lefranc-Millot C, Gilles M, et al.",7.5,"keyword+2.5, journal+5.0"
PubMed,42218119,Integration of donor microbiota following FMT correlates with anti-PD-1 response in melanoma.,"Fecal microbiota transplantation (FMT) has shown promise in improving anti-PD-1 therapy in melanoma, but the underlying microbial features remain poorly defined. We performed a strain-resolved metagenomic meta-analysis across three independent FMT plus anti-PD-1 melanoma trials (n = 41). Across cohorts, therapeutic benefit was linked to successful integration of donor microbiota, rather than increased diversity or engraftment of specific species. Responders acquired more donor-derived strains, exhibited greater post-FMT similarity to their donor, and maintained a more stable microbiome. Following FMT, non-responders' microbiomes showed greater taxonomic instability, larger fluctuations in estimated microbial load, and increased abundance of pathogen-associated secretion system genes, whereas responders showed enrichment for microbial functions involved in community-level metabolism and communication. Finally, shifts in tumor-infiltrating immune profiles tracked with clinical outcomes and microbiome changes. Together these findings highlight that distinct patterns of microbiome restructuring, including stable community transitions and altered functional capacity, are associated with anti-PD-1 response following FMT.",Nature communications,2026 May 30,10.1038/s41467-026-73465-7,https://pubmed.ncbi.nlm.nih.gov/42218119/,"Fessler JL, Olm MR, Engleman EG, Sonnenburg JL",7.5,"keyword+2.5, journal+5.0"
PubMed,42207290,Phage-derived proteins and conjugates induce pilus detachment.,"Antimicrobial resistance is a growing global health crisis, with ESKAPE pathogens, such as Acinetobacter species, contributing significantly to hospital-acquired infections. These bacteria employ various virulence factors, including extracellular type IV pili (T4P), which serve as essential appendages for DNA uptake, biofilm formation, and resistance to antibiotics. Single-stranded RNA (ssRNA) bacteriophages (phages) exploit these retractile pili as entry receptors, but the exact mechanism of viral RNA delivery following pilus binding and retraction remains poorly understood. In this study, we investigated the entry mechanism of the ssRNA phage AP205 on its host strain Acinetobacter higginsii. We identified the specific phage components necessary for T4P detachment, a key step in viral genome entry. Our data reveal that the phage's maturation protein (Mat) is sufficient to induce pilus detachment on its own, and the overall virion structure further enhances the efficiency of this process. These findings provide mechanistic insights into how ssRNA phages exploit bacterial T4P as part of their infection pathway and suggest a conserved strategy for host entry. Acinetobacter species are environmental bacteria and members of the ESKAPE pathogens, associated with hospital-acquired infections among immunocompromised patients. Rising antibiotic resistance among Acinetobacter is partly attributed to its use of type IV pili (T4P) to evade treatment. Targeting these virulence factors is a promising strategy to combat these pathogens. Single-stranded RNA bacteriophages naturally interact with T4P, and recent research suggests they can detach pili during infection, but the mechanism remains unclear. Our study identifies components required for this pilus detachment, addressing this knowledge gap. These findings advance understanding of T4P virulence in Acinetobacter species and may guide future approaches to combat antibiotic-resistant infections.",Journal of bacteriology,2026 May 28,10.1128/jb.00604-25,https://pubmed.ncbi.nlm.nih.gov/42207290/,"Frese A, Zhao Z, Zhang J, Zeng L",7.5,keyword+7.5
PubMed,42203770,Dual human milk oligosaccharide-fibre utilisation is a selection cue for the weaning gut microbiome.,"Gut microbiome (GM) maturation in early life follows organised taxonomic successions, yet how the weaning diet impacts these trajectories remains underexplored. Here, we collected faecal samples at pre-, early and late weaning from seven mother-infant dyads forming the Milkome cohort, designed to evaluate the contribution of human milk oligosaccharides (HMOs) to GM maturation during weaning (NCT07026526). Surprisingly, all preweaning infant faecal consortia grew on multiple dietary fibres, consistent with the prevalence of fibre-degradation genes in their metagenomes. Utilisation of both HMOs and dietary fibres was discovered as a metabolic hallmark of the weaning GM, as supported by metagenomics and the growth of faecal consortia on HMOs, following their enrichment on fibres. The growth of a defined consortium on weaning-mimic substrates, further showed that distinct Clostridia simultaneously deploy HMO and fibre utilisation pathways, which confers competitive growth against HMO- or fibre-utilising bifidobacteria. Metagenomics, culturomics and HMO-utilisation profiles of 137 maternal isolates were concordant with retention of the HMO-utilisation capacity by the adult GM. Our findings highlight dual HMO-fibre utilisation as an unrecognised selection cue of core adult GM species during weaning, which outlines a plausible mechanism of GM maturation in early life and extends the importance of HMOs to the weaning transition.",Nature communications,2026 May 27,10.1038/s41467-026-73297-5,https://pubmed.ncbi.nlm.nih.gov/42203770/,"So Y, Pichler MJ, Kappel SS, Jin C, Eriksen C, Chatzigiannidou I, Andersen MHB, Tsiamis V, et al.",7.5,"keyword+2.5, journal+5.0"
PubMed,42186476,Analysis of microbial structure and function in fermented grains during the fermentation process of Congjiang WeiJiu based on high-throughput sequencing.,"WeiJiu was a traditional specialty liquor from the Zhuang ethnic villages in Congjiang County, Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou Province. It was brewed using glutinous Xianghe rice, mountain spring water, and ancestral koji as raw materials. Its core production processes consist of five stages: (1) raw material preparation; (2) spreading, cooling and yeast mixing; (3) fermentation and liquor extraction; (4) simmering treatment; (5) sealing and aging. WeiJiu had a dark brown color, a mellow, soft, and sweet taste, and featured the characteristic of becoming more aromatic as it ages. As an intangible cultural heritage item of Qiandongnan Prefecture, its craftsmanship inheritance had long been confined to an empirical paradigm. Due to the lack of research on the composition and function of the microbial community in Congjiang WeiJiu, the microbial changes and metabolite changes during the fermentation process, its quality characteristics and brewing mechanism remain unclear. Therefore, in-depth understanding of the brewing mechanism and essentially improving its quality and production was an urgent priority for research related to Congjiang WeiJiu. In this study, the fermented grains of Congjiang WeiJiu at various fermentation stages: CQ: early fermentation stage (7 d), ZQ: middle fermentation stage (11 d) and WQ: late fermentation stage (15 d) were used as the research objects. High-throughput sequencing technology was employed to analyze microbial community structure and diversity. Functional annotations were performed against KEGG and CAZys databases to explore metabolic pathways and carbohydrate-active enzyme (CAZys) characteristics. The microbial community exhibited significant stage-specific succession synchronized with fermentation processes. At the phylum level, Bacillota and Pseudomonadota dominated in CQ, Bacillota became predominant in ZQ, and Actinomycetota increased significantly in WQ. At the genus level, Aspergillus, Saccharomyces, and Hyphopichia served as core functional genera in respective stages. Functional annotations showed stage-specific expression of metabolic pathways: KEGG pathways focused on energy and amino acid metabolism (in CQ), carbohydrate metabolism (in ZQ), and stress adaptation (in WQ). CAZys families corresponded to fermentation substrates degradation (GH28, AA1 in CQ), macromolecule conversion (GH13, CBM50 in ZQ), and metabolite modification (GH18, GH16 in WQ). Core functional bacteria enhanced adaptability through evolutionary mechanisms such as horizontal gene transfer, genome streamlining, and plasmid-mediated gene acquisition. The unique simmering process and smoked cellar storage shaped the distinct microbial community and flavor, differing from traditional Luzhou-flavor liquor in yeast succession, lactic acid bacteria metabolism, and mold survival period.",PeerJ,2026,10.7717/peerj.21180,https://pubmed.ncbi.nlm.nih.gov/42186476/,"Shao L, Li S, Yang L, Wei S, Shen G, Shi L, Zhu J, Ding B, et al.",7.5,keyword+7.5
PubMed,42182035,"Concordance between environmental resistomes and pathogenic phenotypes: a case study of multidrug-resistant Klebsiella pneumoniae in a drinking water source in Guizhou, China.","The persistence of antibiotic resistance in aquatic environments poses a public health concern, particularly when drinking water sources act as reservoirs for multidrug-resistant opportunistic pathogens. However, the linkage between environmental resistomes and the resistance phenotypes of cultivable bacteria remains under-characterized. This case study investigated this relationship in a karst drinking water source in Guizhou, China. Surface water samples from seven sites were analyzed for antibiotic residues using LC-MS/MS. Metagenomic sequencing was conducted on selected contamination hotspots to characterize microbial communities and antibiotic resistance genes (ARGs). Cultivable bacteria were isolated, identified via 16S rRNA sequencing, and tested for antimicrobial susceptibility. To validate resistance mechanisms, a multidrug-resistant Klebsiella pneumoniae isolate was analyzed for tetA expression using RT-qPCR. Antibiotic residues were detected across all sites, with sulfonamides and tetracyclines being the most prevalent. Consistent with this chemical pressure, metagenomic analysis identified corresponding ARGs, including sul1 and tet(Q), which functionally clustered with mobile genetic elements. From the contaminated matrix (sample W2), a multidrug-resistant Klebsiella pneumoniae strain (B8) was recovered. Mechanistic validation revealed a 2.78-fold upregulation of the tetA efflux pump gene in this strain. These findings demonstrate a concordance among chemical selection pressures, environmental resistomes, and active resistance phenotypes. The results indicate that drinking water sources can harbor and maintain clinically relevant resistant bacteria, supporting the implementation of integrated surveillance strategies to evaluate biological risks.",Frontiers in microbiology,2026,10.3389/fmicb.2026.1810806,https://pubmed.ncbi.nlm.nih.gov/42182035/,"Qian W, Han A, Al Hatmi AMS, Wang Y, Rafiq M, Cui G, Zhou S, Li S, et al.",7.5,keyword+7.5
PubMed,42210522,Kineochelins-A New Group of Siderophores From an Antarctic Bacterium.,"The global rise of antimicrobial resistance has intensified the search for new microbial metabolites from underexplored environments and taxonomic groups. Extreme and geographically isolated habitats such as Antarctic terrestrial ecosystems represent promising reservoirs of biosynthetic diversity, particularly among rare and difficult-to-cultivate actinomycetes that may produce chemically diverse metabolites with potential biotechnological applications. Here, we report the characterization of kineochelins, a previously undescribed group of siderophores produced by the Antarctic isolate Actinokineospora sp. UV203, representing a difficult-to-cultivate actinomycete lineage. Structural elucidation revealed a set of closely related congeners with a mixed-ligand architecture consistent with metal-chelating activity. Genome mining combined with transcriptomic analysis identified a dedicated nonribosomal peptide synthetase-encoding biosynthetic gene cluster responsible for kineochelin production. Comparative genomic analyses indicated that, although kineochelin biosynthetic genes share limited similarity with known mixed-ligand siderophores, their gene content and organization differ substantially, suggesting a distinct biosynthetic lineage. Functional characterization of the culture supernatant and an enriched pre-purified kineochelin fraction demonstrated strong and selective iron chelation, with high affinity for ferric and ferrous iron. Crude culture extracts inhibited the growth of bacterial strains isolated from the same Antarctic environment, indicating that kineochelins may contribute to iron-mediated microbial competition. In addition, kineochelin-enriched pre-purified fractions showed moderate selective inhibitory activity against the opportunistic yeast pathogen Nakaseomyces glabratus and a clinical isolate of Saccharomyces cerevisiae associated with invasive infection. These findings expand the chemical and biosynthetic diversity known within the genus Actinokineospora and demonstrate that Antarctic rare actinomycetes represent valuable sources of previously unexplored natural products. The discovery of kineochelins highlights the potential of genome-guided exploration of polar microorganisms for identifying bioactive metabolites with relevance for antimicrobial discovery and biotechnology.",Microbial biotechnology,2026 Jun,10.1111/1751-7915.70386,https://pubmed.ncbi.nlm.nih.gov/42210522/,"Kralova S, Spacek P, Gafriller J, Bezdicek M, Medvedcova V, Séneca J, Osvatic J, Grienke U, et al.",7.0,keyword+7.0
PubMed,42206754,Isolation of a Novel Lytic Pseudomonas aeruginosa Phage Henu5 and Fitness Costs of Phage-Driven Resistance.,"Phage therapy is increasingly recognised as a potential approach against antibiotic-resistant infections. Analogous to the rise of antibiotic resistance, bacteria can also evolve phage resistance, a process that frequently entails fitness costs. In this study, a new lytic Pseudomonas aeruginosa phage (Henu5) was isolated and characterised. Henu5 was classified within the Caudoviricetes class and displayed good biological characteristics. The Henu5 genome possesses 92,558 bp of linear dsDNA and a GC content of 49.36%. Additionally, three phage-resistant mutants, R3, R6 and R14, were isolated and investigated for adaptive trade-offs. Compared to wild-type, the phage-resistant mutants mostly exhibited fitness costs in growth, altered morphology, impaired adsorption, reduced biofilm and pyocyanin production and impaired motility, which was confirmed by transmission electron microscopy, as well as increased susceptibility to various antibiotics. In vivo experiments revealed improved survival, alongside diminished colonisation and pathogenicity. Comparative genomics identified mutations in the genes pilQ (R3 and R14) and pilR (R6), both crucial for type IV pili (T4P) biosynthesis and potentially conferring phage resistance, with additional mutations related to the obtained trade-offs. Transcriptomic and real-time quantitative PCR proved that T4P-related genes, together with the hmgA, galU, wzy, fliG, pslA, mexH and exoY genes, were downregulated in all resistant mutants, while the qscR and mvaT genes were upregulated. Collectively, while phage resistance evolution remains an issue, this study suggests that the fitness costs of the phage-resistant mutants might be invaluable for effective phage therapies.",Microbial biotechnology,2026 Jun,10.1111/1751-7915.70389,https://pubmed.ncbi.nlm.nih.gov/42206754/,"Gomaa SE, Shen J, Li J, Liu Y, Ma C, Li Q, Qi G, Teng T",7.0,keyword+7.0
PubMed,42206681,Host-Pathogen Dual Targeting With Repurposed Drugs Identifies a Synergistic Therapy for Intracellular Staphylococcus aureus.,"Staphylococcus aureus is a major cause of severe infections, including pneumonia and sepsis, partly due to its ability to survive within host cells where many antibiotics are ineffective. Drug repurposing offers a rapid strategy to identify compounds that enhance intracellular antibacterial activity by modulating host pathways. Here, a high-throughput screen of 6297 clinically approved compounds in S. aureus-infected A549 cells identified 5-fluoro-2'-deoxycytidine (5-FdC) as an effective intracellular inhibitor. When combined with rifapentine (5FR), 5-FdC displayed synergistic activity across community- and hospital-acquired MRSA and MSSA strains, as well as in different host cell types, including non-tumorigenic bronchial cells. Metabolomic and host RNA-sequencing analyses showed that 5-FdC treatment activated host stress-response and DNA damage response (DDR) pathways while restoring infection-induced metabolic imbalances, particularly in amino acid and central carbon metabolism. These transcriptional and metabolic changes correlated with reduced intracellular bacterial markers. In vivo, the 5FR combination significantly decreased bacterial loads in Galleria mellonella and murine pneumonia models without detectable toxicity. This study presents the largest repurposing screen performed against intracellular S. aureus and identifies a synergistic host- and pathogen-targeted combination that enhances bacterial clearance through coordinated modulation of host DDR, stress, and metabolic responses.",MicrobiologyOpen,2026 Jun,10.1002/mbo3.70317,https://pubmed.ncbi.nlm.nih.gov/42206681/,"Lorente-Torres B, Ferrero HÁ, Castañera P, Llano-Verdeja J, Fernández-Martínez S, Herrero-González A, Javadimarand F, López R, et al.",7.0,keyword+7.0
PubMed,42206066,"Multi-metal contamination shapes abundance, co-occurrence, and mobility potential of resistance and virulence genes in mining-impacted soils.","Antimicrobial resistance is a growing global public health concern, posing a serious threat to human health. This study aimed to characterize the composition and distribution of microbial communities, metal resistance genes (MRGs), antibiotic resistance genes (ARGs), and virulence factor genes (VFGs) under multi-metal stress and assess the impacts of metal and soil properties on the diversity, abundance, carrying rate (proportion of gene carriers), co-occurrence rate (proportion of microorganisms co-carrying multiple gene types), and mobility potential (MP, likelihood of horizontal gene transfer) of these genes. Soil samples were collected from eight sampling sites within a metal mining area (metal-contaminated soil group, MS) and four sites located more than 3 km away from the mining area (control group). Metal concentrations and physicochemical properties of the soils were measured using standard methods. Metagenomic sequencing was performed to characterize the composition and distribution of the microbiome, resistome, and virulome. Statistical modeling was applied to examine the effects of heavy metal content and soil properties on the relative abundance, co-occurrence, and mobilome potential of the three gene types. Fe, V, Cr, and Cu primarily promoted the diversity, carrying rate, and co-occurrence rate of microbial communities, MRGs, ARGs, and VFGs. In contrast, Ni and Zn exhibited overall inhibitory effects. For every unit increase in Fe and V, the MP of MRGs and VFGs was associated with an increase of 3.0 × 10⁻⁵ and 1.2 × 10⁻⁵, respectively. A per 1 mg/kg increase in Cr and Cu was correlated with a decrease of 4.3 × 10⁻⁵ and 1.1 × 10⁻⁴ in the MP of ARGs and of MRGs, respectively. Positive correlations were found between the MP of plasmid‑mediated ARGs and Cr, and between transposon‑mediated ARGs and Cr/V. The MP of transposon‑mediated MRGs correlated positively with Fe, while Cu correlated negatively with plasmid‑mediated ARGs but positively with insertion sequence‑mediated ARGs. Ni concentration was positively associated with the MP of IS‑mediated VFGs. Metals alter the composition and distribution of microbial communities, MRGs, ARGs, and VFGs. A key mechanism underlying this regulation is the modulation of their mobile potential, which either facilitates or restricts horizontal gene transfer.",Infectious medicine,2026 Jun,10.1016/j.imj.2026.100260,https://pubmed.ncbi.nlm.nih.gov/42206066/,"Zhang Q, Li S, Wang X, Sun Y, Liu J, Gao J, Deng C, Zhao W, et al.",7.0,keyword+7.0
PubMed,42214377,A practical low-cost course module for teaching bacteriophage isolation to undergraduate students.,"Bacteriophages are viruses that infect bacteria and have gained attention as promising tools against antimicrobial-resistant pathogens. Despite their relevance, phage biology remains underrepresented in undergraduate curricula. This study describes a low-cost course designed to introduce students to fundamental virology concepts through hands-on phage isolation, characterization, and genome analysis. Participants collected environmental water samples, performed phage enrichment, and detected viral plaques using the double-layer agar technique. The course also incorporated web-based bioinformatics activities using BLASTN and PhageScope, enabling students to explore genome size, GC content, gene annotation, and taxonomy without the need for coding knowledge or powerful computers. These activities strengthened the integration between laboratory and computational virology. Students had access to key concepts such as viral diversity, lytic cycles, biosafety, host specificity, and plaque quantification. This accessible educational model promotes active learning, democratizes access to virology training, and helps prepare future professionals for research in bacteriophage biology and phage therapy.",Journal of microbiology & biology education,2026 May 29,10.1128/jmbe.00065-26,https://pubmed.ncbi.nlm.nih.gov/42214377/,"Coelho LFL, Amaral RP, Terceti MdS, Santos ALCd, Aio BRF, Carvalho BAd, Malaquias LCC, Almeida GMdF",7.0,keyword+7.0
PubMed,42214367,Global epidemiology of Helicobacter pylori iceA genotypes: heterogeneity and virulence implications.,"The contact-induced epithelium gene A (iceA), with allelic variants iceA1 and iceA2, remains a controversial virulence factor in Helicobacter pylori due to inconsistent clinical outcomes. In this study, we analyzed 1,427 H. pylori genomes from the NCBI database and 200 clinical isolates from Shenzhen, China, to elucidate the global distribution of iceA genotypes and their associations with other virulence factors, bacterial gene expression, and the relationship with gastric diseases. We found that iceA genotypes varied significantly across regions, with iceA1 predominating in Asia and Europe, and iceA2 being more prevalent in North America. This suggests adaptive evolution to regional host environments. The association between iceA genotypes and cagA status also exhibited regional patterns. Additionally, iceA1 was linked to higher ureA expression, potentially enhancing acid resistance and colonization potential (P < 0.05). Importantly, patients infected with iceA1 genotype strains were more likely to present with gastric erosion (P < 0.05); however, they showed no association with peptic ulcer disease in any region. These findings highlight the geographical heterogeneity of iceA1 genotypes and their potential role in H. pylori-related gastric diseases. Our study found that the iceA1 genotype of Helicobacter pylori, which is relatively common in Asia, is associated with increased urea hydrolysis capacity and shows a specific association with erosive gastritis in Chinese patients. These findings suggest that iceA1 may potentially serve as an early biomarker for the identification of patients at risk of progressive gastric damage. Clinically, detecting iceA1 could improve risk stratification in high-prevalence regions, guiding more targeted monitoring and early intervention strategies. This research supports incorporating bacterial genotyping into clinical practice to optimize personalized treatment and prevent disease progression in susceptible populations.",Microbiology spectrum,2026 May 29,10.1128/spectrum.02024-25,https://pubmed.ncbi.nlm.nih.gov/42214367/,"Ren Y, Xie J, Zhou L, Zhang Z, Xia T, Ning J, Wu C",7.0,keyword+7.0
PubMed,42214323,Three novel Rothia species associated with Antarctic birds harbour novel biosynthetic gene clusters.,"Antarctica's unique environment supports diverse avian populations, including penguins, skuas, and gulls. As climate-driven pressures on these populations intensify, their microbiota receives increased attention due to their relevance for host health. In this study, we investigated 11 bacterial isolates associated with Antarctic birds using a polyphasic taxonomic approach integrating genomic and phenotypic data. Phylogenetic analysis of 16S rRNA gene sequences and core-genome-based phylogenomics separated the strains into three groups and genome-relatedness indices confirmed that the three lineages represent novel species within the genus Rothia. Functional genomic analysis, combined with phenotypic testing, revealed broad metabolic capabilities with adaptations to host-associated environment. Further genome mining revealed the presence of several biosynthetic gene clusters, potentially encoding terpenes, siderophores, and other bioactive compounds. Some of these clusters likely encode variants of enterobactin, a nonribosomally synthesised siderophore. However, in vitro production of enterobactin was not confirmed, suggesting more complex expression regulation than iron depletion alone. Together, these findings broaden the known diversity of Rothia by three proposed novel species, Rothia ornithocola sp. nov., Rothia pygoscelis sp. nov., and Rothia antarctica sp. nov., and highlight genomic and phenotypic features that contribute to the ecology of Antarctic avian-associated bacteria.",FEMS microbiology ecology,2026 May 29,10.1093/femsec/fiag056,https://pubmed.ncbi.nlm.nih.gov/42214323/,"Koublová V, Musilova J, Sedlar K, Spacek P, Vives J, Staňková E, Šedo O, Kralova S, et al.",7.0,keyword+7.0
PubMed,42213345,Screening of Small Peptide Against Ischemic Fatty-Acid Binding Protein (FABP).,"A low-molecular-weight cytoplasmic protein called heart-type fatty acid-binding protein (H-FABP) is released by cardiac myocytes during an ischemic episode. The normal serum level of FABP is around 3.5 ± 0.4 ng/ml (males), 3.9 ± 0.4 ng/ml (females), while the cutoff value of H-FABP in case of acute myocardial infarction (AMI) is 21.85 ng/ml within 3 hours. In case of angina pectoris, ischemic patients can be distinguished from non-ischemic patients and treated appropriately by detecting the presence of serum H-FABP in a point-of-care (POC) diagnostic approach. As the mortality rate due to coronary heart disease is on the rise worldwide, serum H-FABP levels can act as a diagnostic marker to assist in the prediction of probable cardiac arrest. In the present work, a small peptide against H-FABP has been screened by phage DNA library screening, which can be used for the development of a rapid and accurate diagnostic system for serum H-FABP. The cloning, expression and purification of the H-FABP protein in bacteria and screening of a 12 amino-acid long screened peptide with moderate affinity for binding to H-FABP is reported. The interaction of the said peptide with H-FABP was confirmed by in-silico methods like molecular docking and molecular dynamics simulation. The affinity of the peptide binding to H-FABP was assessed using Isothermal Titration Calorimetry (ITC). A spontaneous process is indicated by ΔG (-7.98 kcal mol-1) values, but an endothermic interaction activity is implied by positive ΔH (3.11 kcal mol-1) values. In a futuristic approach, this peptide can be exploited for the development of an accurate and early detection technique for heart ischemia.",The protein journal,2026 May 29,10.1007/s10930-026-10338-4,https://pubmed.ncbi.nlm.nih.gov/42213345/,"Shand H, Patra S, Madhavan T, Ghorai S",7.0,keyword+7.0
